Iteration	Posterior	Likelihood	Prior	alpha	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	branch_lengths[22]	branch_lengths[23]	branch_lengths[24]	branch_lengths[25]	branch_lengths[26]	branch_lengths[27]	branch_lengths[28]	branch_lengths[29]	branch_lengths[30]	branch_lengths[31]	branch_lengths[32]	branch_lengths[33]	branch_lengths[34]	branch_lengths[35]	branch_lengths[36]	branch_lengths[37]	branch_lengths[38]	branch_lengths[39]	branch_lengths[40]	branch_lengths[41]	branch_lengths[42]	branch_lengths[43]	branch_lengths[44]	branch_lengths[45]	branch_lengths[46]	branch_lengths[47]	branch_lengths[48]	branch_lengths[49]	branch_lengths[50]	branch_lengths[51]	branch_lengths[52]	branch_lengths[53]	branch_lengths[54]	branch_lengths[55]	branch_lengths[56]	branch_lengths[57]	branch_lengths[58]	branch_lengths[59]	branch_lengths[60]	branch_lengths[61]	branch_lengths[62]	branch_lengths[63]	branch_lengths[64]	branch_lengths[65]	branch_lengths[66]	branch_lengths[67]	branch_lengths[68]	branch_lengths[69]	branch_lengths[70]	branch_lengths[71]	branch_lengths[72]	branch_lengths[73]	branch_lengths[74]	branch_lengths[75]	branch_lengths[76]	branch_lengths[77]	branch_lengths[78]	branch_lengths[79]	branch_lengths[80]	branch_lengths[81]	branch_lengths[82]	branch_lengths[83]	branch_lengths[84]	branch_lengths[85]	branch_lengths[86]	branch_lengths[87]	branch_lengths[88]	branch_lengths[89]	branch_lengths[90]	branch_lengths[91]	branch_lengths[92]	branch_lengths[93]	branch_lengths[94]	branch_lengths[95]	branch_lengths[96]	branch_lengths[97]	branch_lengths[98]	branch_lengths[99]	branch_lengths[100]	branch_lengths[101]	branch_lengths[102]	branch_lengths[103]	branch_lengths[104]	branch_lengths[105]	branch_lengths[106]	branch_lengths[107]	branch_lengths[108]	branch_lengths[109]	branch_lengths[110]	branch_lengths[111]	branch_lengths[112]	branch_lengths[113]	branch_lengths[114]	branch_lengths[115]	branch_lengths[116]	branch_lengths[117]	branch_lengths[118]	branch_lengths[119]	branch_lengths[120]	branch_lengths[121]	branch_lengths[122]	branch_lengths[123]	branch_lengths[124]	branch_lengths[125]	branch_lengths[126]	branch_lengths[127]	branch_lengths[128]	branch_lengths[129]	branch_lengths[130]	branch_lengths[131]	branch_lengths[132]	branch_lengths[133]	branch_lengths[134]	branch_lengths[135]	branch_lengths[136]	branch_lengths[137]	branch_lengths[138]	branch_lengths[139]	branch_lengths[140]	branch_lengths[141]	branch_lengths[142]	branch_lengths[143]	branch_lengths[144]	branch_lengths[145]	branch_lengths[146]	branch_lengths[147]	er[1][1]	er[1][2]	er[1][3]	er[1][4]	er[1][5]	er[1][6]	kappa	pi[1][1]	pi[1][2]	pi[1][3]	pi[1][4]	pi[2][1]	pi[2][2]	pi[2][3]	pi[2][4]	rate_multiplier[2]	sr[1]	sr[2]	sr[3]	sr[4]
2610	-8562.479	-8911.801	349.322	9.140297	5.120925e-05	0.0006156304	0.01256574	0.001141583	0.0002487899	0.001544932	0.003671446	0.001746191	0.0001123478	0.001641102	0.0005867259	3.254184e-05	0.0002897147	4.902761e-05	4.379428e-05	0.01686093	0.0008418171	0.0002267047	0.006665881	0.000490626	0.0004822263	0.004111976	2.456055e-05	0.006596788	0.000220012	0.0002371372	0.0007825634	0.0005124144	0.0003837107	0.0005300307	0.008891802	7.972742e-05	0.0003803661	0.001085447	0.0001110931	9.254405e-05	0.0007536715	0.0002420209	0.001559931	0.005379095	6.289835e-06	0.0008147137	0.02435675	0.005976237	4.924451e-05	0.000975915	0.0003768907	0.0007958848	0.000972922	0.05082978	0.0001996904	0.0003031544	0.005142345	0.0004981243	0.000380299	0.005604191	0.0005613246	0.0001628232	0.0004311307	0.0007482153	0.004725526	0.0004989187	0.0005254722	0.0005284629	0.0003234734	7.451356e-05	0.000102963	9.089785e-05	0.0009918027	0.00117817	0.0016852	4.721147e-05	0.0157386	0.01117309	0.0004565144	0.00230996	0.01885083	0.0003429316	8.477959e-05	0.004755317	0.02374381	0.0008710108	0.0002860271	9.851067e-05	2.714292e-05	0.003731961	0.000253666	0.0009196933	0.001388183	0.0002319799	0.0009202261	0.02360962	0.003584035	0.001054043	0.001551026	0.002072145	0.001150777	0.002995114	0.0004874065	0.0001507596	0.000930835	0.0001851019	0.002066247	0.0001599481	2.32246e-05	0.0002331758	0.0005987227	0.0005231871	2.45316e-05	0.0001091321	0.000810583	0.0004627729	3.415066e-05	0.0001375001	0.004667941	0.0002743311	0.0003863351	0.002294204	0.0007854269	0.0007326936	0.0007529326	0.0005592362	0.001251988	0.01479516	0.0004297199	0.0002620501	0.001255944	0.0003487162	0.0005350217	0.000793082	0.0008030443	0.001180312	0.00723676	0.002003218	0.00169967	0.0003527119	0.0009930248	0.0005684106	0.0003658046	0.0005395536	0.0005735371	0.0004293116	0.0005489799	0.0006814858	0.01510161	0.003551462	0.001196705	0.158301	0.239512	0.0756698	0.0561204	0.387978	0.0824187	3.210135	0.280233	0.179651	0.184126	0.355989	0.276025	0.160531	0.172457	0.390986	0.8986233	0.616368	0.8638	1.07412	1.44571
2611	-8564.188	-8913.872	349.6847	9.140297	5.120925e-05	0.0006156304	0.01256574	0.001141583	0.0002487899	0.001544932	0.003671446	0.00111271	6.840915e-05	0.001016101	0.0004108769	5.762939e-05	0.0004774151	6.02617e-05	4.379428e-05	0.01108619	0.0008418171	0.0003362973	0.006665881	0.0004581819	0.0004822263	0.006131968	2.456055e-05	0.006596788	0.0002598338	0.0002371372	0.0007825634	0.0006551305	0.0002802683	0.0005300307	0.006440332	0.0001258199	0.0002390526	0.001083906	0.0001110931	0.0001241716	0.0008127285	0.0002148254	0.002093326	0.003138279	8.441381e-06	0.0008147137	0.01948486	0.007940106	4.924451e-05	0.000975915	0.0003999888	0.0007958848	0.000972922	0.05082978	0.0006249892	0.000398825	0.00405233	0.0004981243	0.000380299	0.003891408	0.001011643	0.0001246465	0.0004471517	0.0007482153	0.006318351	0.0006605592	0.0005254722	0.0006435478	0.0003234734	8.209651e-05	6.024883e-05	9.089785e-05	0.001017373	0.0009219736	0.0016852	4.721147e-05	0.0157386	0.008186595	0.0004906032	0.00230996	0.01885083	0.0003429316	8.477959e-05	0.004755317	0.02374381	0.0008710108	0.00014145	9.851067e-05	2.714292e-05	0.003731961	0.0001610614	0.0005943792	0.001388183	0.0002319799	0.0009202261	0.02360962	0.003358748	0.001054043	0.001551026	0.001703229	0.001150777	0.002995114	0.0003611864	6.562059e-05	0.000930835	0.0002547622	0.002526437	0.0001599481	2.32246e-05	0.0002776741	0.0005987227	0.0005231871	3.004798e-05	0.0001091321	0.000810583	0.0004627729	5.084587e-05	0.0002210003	0.004667941	0.0002663512	0.0003384835	0.002294204	0.0007571976	0.0007326936	0.001107138	0.000552545	0.0009300886	0.02456165	0.0006040047	0.000203315	0.001255944	0.00039692	0.0003895812	0.0006598696	0.0008030443	0.001375103	0.008387265	0.002602731	0.001467954	0.0003527119	0.0009930248	0.0005684106	0.0004705469	0.0005395536	0.0005735371	0.0003741222	0.0007160511	0.0004578222	0.01510161	0.005329902	0.001196705	0.154642	0.233976	0.0970353	0.0548232	0.37901	0.0805136	3.210135	0.280233	0.179651	0.184126	0.355989	0.270057	0.178682	0.168729	0.382532	0.8099554	0.616368	0.8638	1.07412	1.44571
2612	-8569.702	-8920.621	350.9193	9.140297	5.120925e-05	0.0006156304	0.009292351	0.001107274	0.0001752258	0.00198992	0.003671446	0.00111271	7.38652e-05	0.001016101	0.0004108769	4.910479e-05	0.0004774151	4.664451e-05	5.529168e-05	0.007338222	0.0006865677	0.0003797197	0.003598394	0.0004581819	0.0009809597	0.006131968	2.456055e-05	0.0030201	0.000310902	0.0002371372	0.0007825634	0.0006551305	0.0003966741	0.0003267212	0.006440332	0.0001258199	0.0002390526	0.001083906	0.0001110931	0.0001241716	0.0006139349	0.0003755843	0.002842513	0.002417211	1.13159e-05	0.0008147137	0.02234593	0.007940106	3.164098e-05	0.001039583	0.0005075832	0.0005081043	0.0009049896	0.05082978	0.0009440802	0.0002561106	0.00405233	0.0004661887	0.000380299	0.00617728	0.001162064	5.699694e-05	0.0001619345	0.0007482153	0.006247871	0.0006605592	0.0006700026	0.0006435478	0.0003234734	0.0001583651	6.024883e-05	0.0001437489	0.001000146	0.0009941262	0.001136407	4.863075e-05	0.0157386	0.008186595	0.0004906032	0.00230996	0.01885083	0.0002719016	0.0001182034	0.004755317	0.02374381	0.000784418	0.00014145	0.0001589571	2.714292e-05	0.003731961	0.0001431648	0.0007049841	0.001388183	0.0002319799	0.0007286141	0.02360962	0.003358748	0.001630801	0.001551026	0.002301709	0.001142373	0.002995114	0.0003611864	9.412486e-05	0.0008957658	0.0002728021	0.002526437	0.0001599481	2.32246e-05	0.0002776741	0.001314224	0.0005231871	3.004798e-05	0.0001091321	0.0007004246	0.0004627729	5.170909e-05	0.0001367145	0.004667941	0.0002663512	0.0006544855	0.002294204	0.0008218852	0.001199967	0.001107138	0.0008879516	0.001334344	0.01768041	0.0006040047	0.000203315	0.001058292	0.0005493286	0.0003895812	0.0006598696	0.0005045487	0.001375103	0.008387265	0.003644566	0.0009566266	0.000741819	0.001159234	0.0003860281	0.0005159847	0.0009969812	0.0005735371	0.0004188617	0.0008605506	0.0006802332	0.01198766	0.005329902	0.001403334	0.154266	0.233407	0.0967994	0.0571211	0.378089	0.0803179	3.210135	0.280233	0.179651	0.184126	0.355989	0.270057	0.178682	0.168729	0.382532	0.9334657	0.616368	0.8638	1.07412	1.44571
2613	-8572.391	-8920.709	348.3174	9.140297	5.120925e-05	0.0006156304	0.008627177	0.001107274	0.0001752258	0.002320245	0.003671446	0.00111271	0.0001630584	0.0008843648	0.0003554843	6.197077e-05	0.0004774151	4.664451e-05	5.143664e-05	0.007338222	0.0006018864	0.0005114278	0.003598394	0.0004419029	0.001117717	0.007609468	3.880199e-05	0.003423406	0.000310902	0.0002566029	0.0007825634	0.0009963422	0.0003966741	0.0003267212	0.005906459	0.0001258199	0.0002390526	0.000774094	0.0001110931	0.0001241716	0.0006270086	0.0005996942	0.004161097	0.002316809	1.13159e-05	0.0009057471	0.03306444	0.009110751	3.164098e-05	0.0008559219	0.0006179364	0.0005081043	0.0009049896	0.03287534	0.001070285	0.0004105671	0.005978972	0.0005763625	0.0004579717	0.00617728	0.001162064	5.699694e-05	0.000127903	0.0007482153	0.00981714	0.001003394	0.0006700026	0.001167256	0.0002185698	0.0001932034	6.342248e-05	0.0001437489	0.0009279202	0.001257611	0.001278055	4.863075e-05	0.01387142	0.01199373	0.0004906032	0.003747046	0.01885083	0.0001564284	0.0001182034	0.004755317	0.0339817	0.0006405509	0.000138878	0.0002189304	2.137796e-05	0.003263138	0.0001797181	0.0007049841	0.001388183	0.0002883874	0.0006116127	0.02360962	0.003358748	0.001630801	0.001484621	0.002301709	0.001142373	0.002124053	0.000372675	9.084068e-05	0.001095717	0.0002356325	0.002526437	0.0001599481	2.32246e-05	0.0002776741	0.001193186	0.0005231871	3.004798e-05	0.0001091321	0.0009634654	0.0004627729	5.170909e-05	0.0001367145	0.004667941	0.0002663512	0.0006544855	0.002294204	0.0006933153	0.001473278	0.001107138	0.0008879516	0.001334344	0.02172825	0.0006040047	0.0001915221	0.001058292	0.0004408109	0.0004483175	0.0009857647	0.0005045487	0.001375103	0.01360163	0.003644566	0.0006259217	0.0009366221	0.001159234	0.0004773318	0.0003725853	0.0009969812	0.0005910819	0.0004188617	0.001284899	0.0008973095	0.01226315	0.005329902	0.001088597	0.179468	0.226141	0.0906648	0.0558134	0.369433	0.0784791	3.210135	0.280233	0.179651	0.184126	0.355989	0.270057	0.178682	0.168729	0.382532	0.9334657	0.616368	0.8638	1.07412	1.44571
2614	-8577.317	-8923.719	346.4017	9.140297	4.237183e-05	0.0005436348	0.008627177	0.001107274	0.0001286042	0.002320245	0.003671446	0.0009192683	0.0002128931	0.0008843648	0.0002872607	4.976246e-05	0.0005202493	7.616633e-05	5.143664e-05	0.01563854	0.0006018864	0.0005114278	0.004222892	0.0006281449	0.00117572	0.007609468	3.880199e-05	0.004603706	0.000233965	0.0001700724	0.0007614676	0.0006047281	0.000440261	0.0002958098	0.005906459	0.0002148947	0.0001678005	0.001251921	0.0001110931	0.0001859705	0.0006270086	0.0008911614	0.004724931	0.002316809	9.568001e-06	0.0009057471	0.03306444	0.009110751	2.715338e-05	0.0008559219	0.0006179364	0.001068551	0.0007995546	0.03287534	0.001070285	0.0003071535	0.005978972	0.0006978132	0.0007644037	0.00617728	0.001162064	6.592009e-05	0.0001124665	0.000849197	0.007922982	0.001172003	0.0008059617	0.0008236019	0.0002185698	0.0001604348	8.001332e-05	0.0001437489	0.0009279202	0.001409261	0.001278055	4.863075e-05	0.01758888	0.007692123	0.0004906032	0.006008506	0.01885083	0.0001679525	8.284134e-05	0.005889946	0.04650331	0.00101317	0.000138878	0.0002629633	1.849309e-05	0.003523385	0.000227014	0.0002763692	0.001243097	0.0002272063	0.0009398833	0.01943816	0.002173945	0.001630801	0.001484621	0.002301709	0.0007421364	0.002124053	0.0003681361	8.060523e-05	0.001017836	0.0002222439	0.002526437	8.926963e-05	2.677654e-05	0.0001914259	0.001193186	0.0003255336	4.668826e-05	5.981028e-05	0.0014279	0.0003449833	5.170909e-05	0.0001763181	0.004179547	0.0002624413	0.001326649	0.002294204	0.0008174472	0.001473278	0.000694562	0.0002500829	0.001888965	0.02172825	0.0006040047	0.0002858293	0.001058292	0.0004422257	0.0002959879	0.001038356	0.0005045487	0.001375103	0.01360163	0.003688866	0.0006052781	0.0007721937	0.001159234	0.0004773318	0.0004911266	0.0009969812	0.0005505873	0.0004188617	0.001074496	0.0006627823	0.01226315	0.005329902	0.00132004	0.147287	0.273079	0.0744076	0.0458054	0.395013	0.0644069	3.210135	0.280233	0.179651	0.184126	0.355989	0.277359	0.156473	0.173291	0.392876	0.9110305	0.616368	0.8638	1.07412	1.44571
2615	-8573.013	-8920.982	347.9696	9.140297	4.356312e-05	0.0005772984	0.007247965	0.001107274	0.0002065215	0.002181104	0.003641913	0.001217439	0.0001452795	0.0005820069	0.0002578234	4.976246e-05	0.0005202493	7.616633e-05	5.143664e-05	0.01563854	0.0004637847	0.0005114278	0.004146402	0.0006281449	0.001673613	0.007176549	3.880199e-05	0.005601174	0.0002401759	0.0001700724	0.0007638559	0.0006047281	0.0003969614	0.0004006609	0.004388318	9.616508e-05	0.0001071612	0.0008459634	0.0001110931	0.0001859705	0.0004002199	0.0008911614	0.007679122	0.003509985	1.314671e-05	0.0009057471	0.02173754	0.009110751	5.334472e-05	0.001146898	0.0004103977	0.0009105446	0.0007995546	0.03287534	0.0008328384	0.0003071535	0.005978972	0.0009576732	0.0007644037	0.00617728	0.001224219	6.592009e-05	0.0001124665	0.001099007	0.007922982	0.001172003	0.0008059617	0.0008236019	0.0002185698	0.0001604348	8.189626e-05	0.0001437489	0.0009279202	0.001409261	0.001505402	4.262303e-05	0.01368007	0.00756402	0.0004906032	0.006911572	0.02181674	0.0001679525	8.284134e-05	0.005889946	0.03696022	0.0008911474	0.000138878	0.0002629633	1.622455e-05	0.001818897	0.0001743514	0.0002371454	0.0008930344	0.0001204852	0.000977243	0.01943816	0.001367019	0.001630801	0.001180741	0.002301709	0.001176043	0.001441978	0.000331566	0.0001027435	0.0009788498	9.476122e-05	0.003891785	8.926963e-05	2.677654e-05	0.0001914259	0.001895724	0.0002608246	4.668826e-05	5.981028e-05	0.0014279	0.0006801174	5.473027e-05	0.0002922816	0.004735624	0.0003222414	0.001326649	0.002294204	0.0005673208	0.0008942828	0.000512255	0.0002661416	0.001568439	0.02172825	0.0004594998	0.0002187008	0.001058292	0.0004422257	0.0002067938	0.0009776142	0.0005045487	0.001375103	0.01964354	0.003688866	0.0007540182	0.0008774526	0.001118082	0.0004773318	0.0004911266	0.0009969812	0.0006166259	0.0005314429	0.0007817867	0.0007973041	0.01226315	0.005329902	0.002033784	0.160407	0.265838	0.0724345	0.0540828	0.384539	0.062699	3.210135	0.292337	0.17663	0.18103	0.350003	0.277359	0.156473	0.173291	0.392876	0.8252485	0.616368	0.8638	1.07412	1.44571
2616	-8570.026	-8921.842	351.8159	9.140297	3.374712e-05	0.0005772984	0.005402033	0.001107274	0.0001372152	0.003226721	0.00251623	0.0007508539	0.0001787068	0.0005820069	0.0001883291	5.649139e-05	0.0005202493	4.290141e-05	5.143664e-05	0.0156255	0.0004637847	0.0005694217	0.003028319	0.0004802856	0.001102189	0.007176549	4.044486e-05	0.004465294	0.0002401759	0.0002274529	0.0008822289	0.0006047281	0.0002441659	0.0004934526	0.003745504	9.616508e-05	0.0001071612	0.001246237	0.0001008324	0.0001859705	0.000399231	0.00118293	0.008532089	0.003509985	1.314671e-05	0.0009057471	0.01399868	0.009110751	5.334472e-05	0.001146898	0.0002092472	0.0006281895	0.0007995546	0.01189428	0.0008328384	0.0003071535	0.006385666	0.0009576732	0.001064185	0.00617728	0.001224219	6.592009e-05	0.0001124665	0.0009709323	0.01228378	0.0008692123	0.0008059617	0.0008236019	0.0003432487	0.0001098956	6.220782e-05	0.0002300079	0.0009490127	0.001409261	0.001505402	3.710395e-05	0.01037614	0.00756402	0.0004906032	0.006911572	0.02181674	0.0001243593	0.0001297347	0.004870151	0.03696022	0.000834737	0.000138878	0.0002629633	1.440591e-05	0.001818897	0.0002351846	0.0001759226	0.0008930344	0.0001204852	0.000977243	0.01206747	0.001503681	0.002008718	0.0009612343	0.001908564	0.001102186	0.001199965	0.000331566	7.697885e-05	0.0009016598	0.0001084581	0.003891785	0.0001280612	4.035331e-05	0.0002657089	0.001794416	0.0002608246	4.625247e-05	5.174673e-05	0.001215843	0.0009910012	8.664068e-05	0.0003677756	0.004825974	0.0003222414	0.00167247	0.00166211	0.0005424843	0.0006360804	0.000512255	0.0005566718	0.001568439	0.02335461	0.0006570594	0.0001803813	0.001058292	0.0006002709	0.0001873262	0.001570645	0.0005045487	0.001375103	0.01964354	0.003497024	0.0005302134	0.00045906	0.00109471	0.0003929112	0.0007940961	0.0009969812	0.0006166259	0.0005314429	0.0007817867	0.0007810558	0.01226315	0.005329902	0.002033784	0.160407	0.265838	0.0724345	0.0540828	0.384539	0.062699	3.210135	0.292337	0.17663	0.18103	0.350003	0.277359	0.156473	0.173291	0.392876	0.901088	0.616368	0.8638	1.07412	1.44571
2617	-8571.157	-8922.03	350.8723	9.140297	3.249611e-05	0.0005772984	0.005821924	0.001107274	0.0001564673	0.003226721	0.00251623	0.0004704339	0.0001787068	0.0005820069	0.000227762	5.649139e-05	0.0005299923	3.346188e-05	4.309236e-05	0.0156255	0.0002240705	0.0005758697	0.003028319	0.0004802856	0.001102189	0.009443132	3.726422e-05	0.005745816	0.0001884306	0.0002274529	0.0007329403	0.0006047281	0.0002462585	0.0004934526	0.003745504	0.0001282037	0.0001071612	0.0008306896	0.0001008324	0.0001859705	0.0003920045	0.001532233	0.008532089	0.003354565	1.314671e-05	0.0006254413	0.007992281	0.0171889	5.765587e-05	0.001309359	0.0002092472	0.0006281895	0.0007995546	0.01189428	0.001218023	0.0003071535	0.007522822	0.0009614294	0.00161596	0.00617728	0.001490693	9.767077e-05	0.0001124665	0.0006859132	0.01228378	0.0008692123	0.0008059617	0.0007168265	0.0003432487	0.0001043912	6.550924e-05	0.0002300079	0.0009490127	0.001409261	0.001505402	3.710395e-05	0.01037614	0.00756402	0.0004392664	0.005801397	0.02181674	0.0002270616	0.0001913238	0.004870151	0.0313001	0.000834737	0.000167967	0.0002627796	1.711493e-05	0.002303523	0.0001805696	0.0001759226	0.001027475	0.0001204852	0.001023722	0.01206747	0.001503681	0.002008718	0.001036004	0.0023406	0.001102186	0.001199965	0.000331566	7.697885e-05	0.0009016598	0.0001084581	0.004239749	0.0001280612	4.035331e-05	0.0002779037	0.001794416	0.0002021548	4.369994e-05	4.835553e-05	0.001215843	0.001270096	8.664068e-05	0.0002655734	0.004004479	0.0005374027	0.00167247	0.001432794	0.0005424843	0.0005460115	0.000512255	0.0004843369	0.001570702	0.02335461	0.0007578614	0.0001581251	0.001058292	0.0004703147	0.0003014738	0.001570645	0.0002271532	0.00178557	0.02809219	0.003118199	0.0003389604	0.00045906	0.0008460603	0.0003676312	0.0006347941	0.00110344	0.0007609459	0.000714428	0.0007751275	0.0007810558	0.01226315	0.005025505	0.002693262	0.142015	0.263107	0.0641291	0.0939846	0.340447	0.0963173	3.210135	0.288448	0.187582	0.178622	0.345348	0.276003	0.155708	0.177335	0.390955	0.901088	0.616368	0.8638	1.07412	1.44571
2618	-8564.927	-8916.552	351.6253	9.140297	3.249611e-05	0.0005004984	0.005821924	0.0005841454	0.0001564673	0.003226721	0.003565928	0.0004704339	0.0001787068	0.000732478	0.000227762	3.532782e-05	0.0002580701	3.346188e-05	4.309236e-05	0.0156255	0.0002407871	0.0005758697	0.001971472	0.0004802856	0.001102189	0.009443132	3.726422e-05	0.005745816	0.0001884306	0.0004290698	0.0005460689	0.0003558484	0.000347362	0.0004014969	0.003745504	0.0001306784	5.497049e-05	0.0008306896	9.549637e-05	0.0001770913	0.0003920045	0.001532233	0.005934604	0.003197537	1.314671e-05	0.000906078	0.01315096	0.02156972	6.161951e-05	0.001309359	0.0002432302	0.000792544	0.0006896937	0.01189428	0.001218023	0.0003071535	0.007522822	0.0009614294	0.00161596	0.00661203	0.0008797515	6.667263e-05	0.00014549	0.0008930932	0.0121342	0.00060404	0.0008059617	0.0005985083	0.0003747307	0.0001043912	6.550924e-05	0.0002300079	0.0009490127	0.001052371	0.001505402	5.714789e-05	0.01037614	0.00675031	0.0005641126	0.005801397	0.02181674	0.0001532104	0.0001338895	0.005302655	0.02310784	0.000834737	0.0001594292	0.0001907424	1.193383e-05	0.002303523	0.0001815918	0.0002081125	0.001027475	0.0001775832	0.001677125	0.01287974	0.001576753	0.002008718	0.0008834469	0.0023406	0.001166636	0.001327699	0.000331566	0.000166165	0.0009016598	0.0001091461	0.004239749	0.0001483034	4.035331e-05	0.0002779037	0.001794416	0.0002021548	4.435472e-05	6.87736e-05	0.001564958	0.001058484	5.272679e-05	0.0002655734	0.0062429	0.0002893141	0.00167247	0.001432794	0.0004830326	0.0005460115	0.0004067978	0.0004958937	0.001011759	0.01513553	0.0008021898	0.0001320876	0.001058292	0.0003634411	0.0003014738	0.001570645	0.0001640841	0.00178557	0.02995867	0.003118199	0.0003324477	0.00045906	0.000817703	0.00038964	0.0006347941	0.00110344	0.0009408935	0.0005114441	0.0003627101	0.0007810558	0.01226315	0.005025505	0.002615164	0.157951	0.209509	0.0713254	0.104531	0.378651	0.0780329	3.210135	0.288448	0.187582	0.178622	0.345348	0.281024	0.158541	0.162369	0.398067	0.8665238	0.616368	0.8638	1.07412	1.44571
2619	-8565.878	-8917.586	351.7078	9.140297	4.713625e-05	0.0005004984	0.005821924	0.0002838865	0.000162788	0.003226721	0.003565928	0.000616132	0.0001787068	0.000732478	0.0003026762	2.391846e-05	0.0001413649	2.185999e-05	6.009259e-05	0.0156255	0.0002242253	0.0005758697	0.0021874	0.0003838326	0.001102189	0.009443132	2.481198e-05	0.00614211	0.0001453591	0.0004290698	0.00122895	0.0003558484	0.000239269	0.0004106646	0.003745504	8.673795e-05	3.492475e-05	0.0008306896	0.0001379592	0.0001770913	0.0003920045	0.0009927834	0.008157325	0.003197537	1.314671e-05	0.000906078	0.01507482	0.0281229	8.286111e-05	0.002169335	0.0002437628	0.0003130236	0.0006896937	0.008573679	0.0009934591	0.0003071535	0.007210072	0.001046733	0.001502665	0.00661203	0.0007797292	5.212135e-05	0.0001091748	0.0008930932	0.0121342	0.0004060737	0.001441833	0.0009330779	0.0003747307	0.0001043912	6.550924e-05	0.0003510516	0.0009490127	0.001052371	0.00152145	7.763862e-05	0.01558206	0.009367227	0.0004858487	0.005801397	0.02181674	0.000191641	0.0001338895	0.005302655	0.01541143	0.0008879049	0.0001594292	0.0001907424	1.263937e-05	0.001986874	0.0001815918	0.0002574848	0.0009789291	0.0001775832	0.002531374	0.01287974	0.001353289	0.002008718	0.0008834469	0.002098648	0.001166636	0.001327699	0.0005259767	0.000166165	0.0009016598	0.0001091461	0.004239749	0.0001483034	4.035331e-05	0.0002779037	0.001289025	0.000318385	2.810467e-05	6.87736e-05	0.001215859	0.001058484	3.728369e-05	0.0002655734	0.007715897	0.0002893141	0.00167247	0.001152622	0.0004326781	0.0005460115	0.0004067978	0.0004958937	0.0006431482	0.01513553	0.0007040722	0.0001392734	0.0008528234	0.0003634411	0.0003360362	0.001570645	0.0001637357	0.001613957	0.01986619	0.003118199	0.0003324477	0.00045906	0.000817703	0.0004550289	0.0006347941	0.00110344	0.0006288197	0.0005114441	0.0005093729	0.0007810558	0.01467813	0.005025505	0.001697074	0.157951	0.209509	0.0713254	0.104531	0.378651	0.0780329	3.210135	0.295681	0.158283	0.192028	0.354007	0.281024	0.158541	0.162369	0.398067	0.8276555	0.616368	0.8638	1.07412	1.44571
2620	-8567.846	-8919.764	351.9178	9.140297	6.466604e-05	0.0005004984	0.005821924	0.0002838865	0.000162788	0.003226721	0.003713577	0.0007125146	0.0001787068	0.0008011407	0.0003026762	3.153814e-05	0.0001320159	2.511625e-05	0.0001449178	0.01407293	0.0002242253	0.0005758697	0.001689311	0.0003838326	0.001116131	0.009443132	2.481198e-05	0.00614211	0.000161049	0.0006278468	0.001506541	0.0003629376	0.000239269	0.0006732677	0.004439767	9.477175e-05	2.280961e-05	0.0008306896	0.0001343778	0.0002461034	0.0003920045	0.0009927834	0.008350057	0.00196958	1.314671e-05	0.0008256329	0.01507482	0.0281229	4.781007e-05	0.002169335	0.0001580921	0.0003130236	0.0007210326	0.008573679	0.001216863	0.0003737061	0.007210072	0.001371002	0.001502665	0.00661203	0.0007797292	8.343406e-05	0.0001875245	0.0008930932	0.0121342	0.0008295922	0.001441833	0.001083119	0.0003747307	0.0001516256	8.918222e-05	0.0003510516	0.0012771	0.001052371	0.002450225	7.763862e-05	0.01491855	0.009367227	0.0003644068	0.005801397	0.02181674	0.000191641	0.0001338895	0.003131008	0.01541143	0.0007636264	0.0001682674	0.0003296834	1.134233e-05	0.001986874	0.000317559	0.0001563514	0.0009789291	0.0001775832	0.002531374	0.01287974	0.001353289	0.002008718	0.0008834469	0.002098648	0.001741527	0.001215718	0.0005259767	0.000166165	0.001298258	0.0001091461	0.004359237	0.0001483034	4.035331e-05	0.0002779037	0.001529038	0.0004953374	2.810467e-05	6.87736e-05	0.001215859	0.001319346	5.590511e-05	0.0001869648	0.006760141	0.0002893141	0.00167247	0.001493593	0.0009030161	0.0004858797	0.0004067978	0.0002668209	0.0006431482	0.01513553	0.0005356739	0.0001639	0.0008528234	0.0003400924	0.0003360362	0.001653079	0.0001637357	0.001613957	0.01995391	0.003118199	0.0003324477	0.0003140971	0.000817703	0.0005916361	0.0006347941	0.0008553662	0.0006288197	0.0005114441	0.0003350909	0.0008615379	0.01467813	0.00388702	0.001502238	0.165899	0.220052	0.0749148	0.0594678	0.397706	0.0819599	3.210135	0.295681	0.158283	0.192028	0.354007	0.287854	0.162394	0.166315	0.383438	0.8276555	0.616368	0.8638	1.07412	1.44571
